text,OTP_GT
Your one-time passcode (OTP) for Google is G-884803.,884803
Your Ola otp is 4296 . Do not share this otp with anyone for security reasons.,4296
Dear Customer Please enter OTP 301476 consent 1 mobile number verification fetching CIBIL score loan enquiry KMBL. 2 use Aadhaar details authenticate UIDAI. use mobile number sending SMS alerts you. Regards Kotak Bank.,301476
"Congratulations! you have secured your ZebPay account by setting-up your new PIN. You can do Buy, Sell transactions now.",nan
"Dear Customer, 5577 is your OTP for mobile validation for Personal Loan powered by Fullerton India. Terms and Conditions apply.",5577
"OTP for Aadhaar (XX0668) is 156420 (valid for 10 mins). To Locate Nearest Aadhaar Kendra for Enrolment/Update,visit uidai.gov.in or call 1947",156420
Google OTP: G-470113. Do not share it with anyone.,470113
Amazon: Enter this verification code: 292109. Do not share this with anyone.,292109
Nexo: Use this OTP to verify: 598657. Do not share this with anyone.,598657
"To confirm your mobile number, use OTP 924398.",924398
Your Amazon verification code is 849767. Enter it within 3 minutes.,849767
Your Uber verification code is 104538. Never share it.,104538
886611 verification code. expires 5 minutes. Don't share with anyone.,886611
Microsoft: Your security code is: 647016. Do not share this with anyone.,647016
verification OTP 968724 -ZOMATO,968724
otp for your Online Challan Payment is 15784. otp is confidential. Please do not share this with anyone. otp will automatically expire within 5 minutes.,15784
inDriver code: 244596 cpjyScQHg,244596
Your Amazon verification code is 811224. Enter it within 3 minutes.,811224
Google OTP: G-317142. Do not share it with anyone.,317142
OTP register/access CoWIN 240941. valid 3 minutes. - CoWIN,240941
Google OTP: G-109289. Do not share it with anyone.,109289
229430 OTP reset login PIN Dhani App. GX3QoctVuzy,229430
045398 OTP Rapido app verification. //vZSzVMXYs - Rapido,045398
SHARE OTP: Google verification code 059217 Message ID: f6f01vO3FNp,059217
055998 OTP UMANG valid 30 minutes. Please share OTP anyone. Generated 03/Jan/2022 12:00 IST IST yfIu9P63dty,055998
047828 OTP UMANG valid 30 minutes. Please share OTP anyone. Generated 29/Dec/2021 21:58 IST IST yfIu9P63dty,047828
Google OTP: G-442912. Do not share it with anyone.,442912
Your one-time passcode (OTP) for Google is G-659232.,659232
Use G-143743 as your verification code for Google.,143743
OTP register/access CoWIN 265860. valid 3 minutes. - CoWIN,265860
PhonePe security code: 993391. This OTP is valid for 5 minutes.,993391
<#> Use OTP 554402 to login to your account on Flash. Message ID: 8G9OmZpYn7N,554402
"<#> [ RAPIDO WILL NEVER CALL OR ASK TO SHARE YOUR OTP ]. Use 124494 to change your account. If this request is not by you, call CCC. //vZSzVMXYs - Rapido",124494
"Hi there, SUNSATIONAL NEWS: Nykaa Summer Super Saver Days PRICES REVEALED! Add all these never seen before deals to Pink Box NOW to beat the queue bit.ly/3vZY9QT",nan
Your one-time passcode (OTP) for Google is G-648867.,648867
Use 832688 to verify your WhatsApp account.,832688
Your one-time password (OTP) is 377285. It is valid for 10 minutes.,377285
- Never share OTP. OTP link Paytm Account Dunzo: 856268. Report -,856268
Your Google verification code is G-522464.,522464
Use G-472801 as your verification code for Google.,472801
Your ICICI Bank OTP is 782146. Do not share it with anyone.,782146
<#> Use OTP 499613 to login to your account on Flash. Message ID: 8G9OmZpYn7N,499613
HDFC Bank: OTP is 634518 to set 4 digit UPI PIN. Please do not share this OTP with anyone. #FightTheFrauds  http://bit.ly/2ABpsFn,634518
Your OTP for login to Fiewin platform is 3308,3308
040063 is ur OTP for setting MPIN to ur a/c. Valid for 10 mins. DON'T SHARE with anyone.,040063
"Hi, 283951 is the OTP (One Time Password) to open your Kotak 811 account. For security reasons, do not share your OTP with anyone. Kotak Bank",283951
307630 is ur OTP for setting MPIN to ur a/c. Valid for 10 mins. DON'T SHARE with anyone.,307630
104910 is ur OTP for setting MPIN to ur a/c. Valid for 10 mins. DON'T SHARE with anyone.,104910
Your one-time passcode (OTP) for Google is G-464622.,464622
Verification alert: 649-424 is your authentication code.,649424
<#>à¤à¤¿à¤¸à¥ à¤à¥ OTP à¤¨à¤¹à¥à¤ à¤¬à¤¤à¤¾à¤¯à¥ | Do not share OTP : 4387 Regards BLACKBUCK w9frpalRiiz,4387
Your OTP Value is 511718. Please Enter This OTP value for GREEN PIN TRANSACTION with in 2hours -CUB,511718
Use G-900213 as your verification code for Google.,900213
Use G-738029 as your verification code for Google.,738029
"Your otp is 837849, for accessing your CIBIL Score and Report. Please enter this otp on the request screen to complete the authentication.",837849
Your otp is : 18433634 for Net or Mobile Transaction for the credentialID : 070522012533. DO NOT SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY IT - CUB,18433634
"Your One time password is 204056 for Setting MPIN to your account, It is valid for next 10 mins, Do not disclose OTP to anyone, South Indian Bank.",204056
040063 ur OTP setting MPIN ur a/c. Valid 10 mins. DONT SHARE anyone.,040063
"Hi User, 1488 is your OTP code for sign up on toothsi. Please note that this OTP will be valid for 10 minutes only. Team toothsi.",1488
Nexo: Here is your access code: 668297. Do not share this with anyone.,668297
"Your Jio Delivery Code is 639305. Please share this with our representative only AFTER receiving SIM delivery and doorstep activation. # DO NOT SHARE ON CALL IF doorstep activation is not provided. Jio does not ask for password, OTP or codes on call.
Your Jio Express request will be serviced by Naveen Kumar Yadav p (Mob-6303803161). Kindly provide your valid POI/POA to our Jio Representative for KYC. You will have to be present at the address for KYC activation process.",639305
EPF India SMS  One Time Password: 418250  OTP-ID: 829891,418250
Your OTP to register/access CoWIN is 160862. It will be valid for 3 minutes. - CoWIN,160862
Your Google verification code is G-943919.,943919
"<#> OTP: 5228 To Verify Your Contact on WorkIndia
eJWpDEEprSx",5228
"<#> 047828 is OTP for UMANG, valid for 30 minutes. Please do not share OTP with anyone. (Generated at 29/Dec/2021 21:58 IST IST) yfIu9P63dty",047828
OTP register/access CoWIN 108443. valid 3 minutes. - CoWIN,108443
Your OTP is: 618908 at Tue Dec 28 13:06:38 IST 2021 for Trxn in MoneyClick. DO NOT SHARE OTP WITH ANYONE. Click goo.gl/oC5qdW to download Mobile banking app,618908
Google OTP: G-924126. Do not share it with anyone.,924126
010611 Zomato verification code. Enjoy :- tzq5yFMlr4q,010611
340050 Mitra verification code. Please don't share.,340050
Your ICICI Bank OTP is 944477. Do not share it with anyone.,944477
820816 Mitra verification code. Please don't share.,820816
Use 666865 to verify your transaction on Flipkart.,666865
OTP register/access CoWIN 844311. valid 3 minutes. - CoWIN,844311
Use G-541391 as your verification code for Google.,541391
- Never share OTP. OTP link Paytm Account Airtel: 567392. Report -,567392
158043 One Time Password. share OTP anyone.,158043
Use 962977 to verify your transaction on Flipkart.,962977
308045 verification code. expires 5 minutes. Don't share with anyone.,308045
"Dear User, Your login OTP has been generated. OTP is : 8154. DONT SHARE IT WITH ANYONE. WE NEVER CALL TO VERIFY YOUR OTP. puMiNchey3g",8154
<#> Snapchat Code: 077319. Happy Snapping! qunyt57f5Rf,077319
Your WhatsApp verification code is 663-621. Keep it private.,663621
Amazon: Your security code is: 334145. Do not share this with anyone.,334145
Your one-time passcode (OTP) for Google is G-733591.,733591
<#> Snapchat Code: 475771. Happy Snapping! qunyt57f5Rf,475771
120405 is your OTP for setting MPIN to ur a/c. Valid for 10 mins. DON'T SHARE with anyone. - SBI,120405
Your ICICI Bank OTP is 901259. Do not share it with anyone.,901259
<#> Your OTP is:353029 at 11:49:33 PM on 25-12-2021 for Nominee Modification. DO NOT SHARE THE OTP WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP -Karnataka Bank ologVzY+Y5V,353029
<#> Your OTP is:569045 at 08:23:43 PM on 25-12-2021 for Recurring Deposit Opening. DO NOT SHARE THE OTP WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP -Karnataka Bank ologVzY+Y5V,569045
Your WhatsApp verification code is 605-997. Keep it private.,605997
WhatsApp code: 507-829. Do not share this code with anyone.,507829
<#> Welcome to Dunzo. Your PIN is 662137 1IofsJLvRkq,662137
WhatsApp authentication: Use 293-772 to proceed.,293772
"Dear Customer, 
822733 is your one time password (OTP). Please enter the OTP to proceed.
Thank you,
Team Jio",822733
Chingari code is: 857893 jfRcMO3gNmI,857893
PayPal: Your authentication code is: 564044. Do not share this with anyone.,564044
Your ICICI Bank OTP is 249904. Do not share it with anyone.,249904
Google OTP: G-496909. Do not share it with anyone.,496909
Borzo verification code: 3878. Please read Guidelines Newcomers: -Borzo,3878
Borzo verification code: 5062. Please read Guidelines Newcomers: -Borzo,5062
OTP register/access CoWIN 112008. valid 3 minutes. - CoWIN,112008
Google OTP: G-359744. Do not share it with anyone.,359744
"<#> 167190 is OTP for UMANG, valid for 30 minutes. Please do not share OTP with anyone. (Generated at 30/Mar/2022 12:18 IST IST) yfIu9P63dty",167190
Your Google verification code is G-476072.,476072
368538 is your Flipkart code and is valid for 10 minutes. Do not share the OTP with anyone. @www.flipkart.com #368538,368538
Google OTP: G-151698. Do not share it with anyone.,151698
Your Uber verification code is 299690. Never share it.,299690
PhonePe security code: 986769. This OTP is valid for 5 minutes.,986769
628879 verification code log Flipkart account. share code anyone including Flipkart delivery agents. Df9YrqIZHWd,628879
<#> Snapchat Code: 241714. Happy Snapping! qunyt57f5Rf,241714
Your one-time password (OTP) is 860473. It is valid for 10 minutes.,860473
Use 745941 to verify your WhatsApp account.,745941
268126 is your OTP for login. Do not share it with anyone.,268126
Your Amazon verification code is 713244. Enter it within 3 minutes.,713244
952766 Mitra verification code. Please don't share.,952766
Welcome to Paytm! Your OTP is 861848. Valid for 5 mins.,861848
OTP for secure login: 388490. Never share your OTP.,388490
Your Ola OTP is 933985 for ride verification.,933985
433755 Zomato verification code. Enjoy!,433755
"To confirm your mobile number, use OTP 847008.",847008
OTP register/access CoWIN 789757. valid 3 minutes. - CoWIN,789757
Use 243-180 to verify your WhatsApp account.,243180
Use 544970 to verify your WhatsApp account.,544970
Your one-time password (OTP) is 584503. It is valid for 10 minutes.,584503
634652 One Time Password. share OTP anyone.,634652
"<#> Hi! Your music PIN is 4562. Keep grooving with Wynk :)
/NvYD4LFr69",4562
Your Ola OTP is 644411 for ride verification.,644411
648698 is your OTP for setting MPIN to ur a/c. Valid for 10 mins. DON'T SHARE with anyone. - SBI,648698
Axis Bank: Your security code is: 903937. Do not share this with anyone.,903937
761725 Mitra verification code. Please don't share.,761725
Axis Bank: Enter this verification code: 774274. Do not share this with anyone.,774274
Google security OTP: 787702. Do not share it.,787702
"To confirm your mobile number, use OTP 934075.",934075
<#> OTP for your DLite MB-RESET MPIN is generated and valid for 5 mins.The OTP is 42633966 -KVB +vcyaxUWFgo,42633966
Google: Your security code is: 328596. Do not share this with anyone.,328596
"Dear customer, your otp to login is 699150, do not share this with anyone. No Bajaj Finserv employee will call and ask for your otp.@www.bajajfinserv.in #699150",699150
OTP for secure login: 757862. Never share your OTP.,757862
"Dear Partner,Cash prizes that will make your dil go ""Jumping Japang""
Refer a friend to Shadowfax and earn Rs 1000/- once he completes 50 orders. Also, earn Rs. 1000/- extra after he completes 200 orders. More referrals, most earnings! in.shadowfax.https://u1.mnge.co/pnRGYmm",nan
"Hello, your OTP to generate UPI PIN is 237972. Do not share your Debit card details/One time password or OTP/Expiry date number to avoid any financial loss. If it is not initiated by you, please report immediately to your bank helpline no 18004198300 to avoid any financial loss",237972
HDFC Bank: OTP is 536324 to set 4 digit UPI PIN. Please do not share this OTP with anyone. #FightTheFrauds  http://bit.ly/2ABpsFn,536324
"To confirm your mobile number, use OTP 395156.",395156
SBI: Use this OTP to verify: 533210. Do not share this with anyone.,533210
Use 604593 to verify your WhatsApp account.,604593
"To confirm your mobile number, use OTP 280320.",280320
OTP for secure login: 895936. Never share your OTP.,895936
verification OTP 636967 -ZOMATO,636967
Google: Confirm your login with code: 590719. Do not share this with anyone.,590719
Your Amazon verification code is 626616. Enter it within 3 minutes.,626616
816500 Zomato verification code. Enjoy!,816500
Axis Bank: Your authentication code is: 404164. Do not share this with anyone.,404164
965018 Zomato verification code. Enjoy!,965018
Bank of Baroda: Your OTP for internet banking is 791456.,791456
Welcome to Paytm! Your OTP is 480279. Valid for 5 mins.,480279
SBI: Your security code is: 603390. Do not share this with anyone.,603390
Use 955955 to verify your WhatsApp account.,955955
Your Ludo otp is 571654 iIiFwK30BUR,571654
Nexo: Here is your access code: 291241. Do not share this with anyone.,291241
Your Amazon verification code is 293922. Enter it within 3 minutes.,293922
Security Code for Your Application: 830766,830766
<#> Paytm never calls for OTP. Do not share it with anyone. Login OTP: 482339. Not You? Report https://ap.p-y.tm/RSEjdQ  ID: asasK/GTt2i,482339
Your OTP to register/access CoWIN is 155186. It will be valid for 3 minutes. - CoWIN,155186
<#> Your OTP is:190490 at 11:56:37 PM on 26-12-2021 for Recurring Deposit Opening. DO NOT SHARE THE OTP WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP -Karnataka Bank ologVzY+Y5V,190490
Google OTP: G-103397. Do not share it with anyone.,103397
Your Google verification code is G-297369.,297369
0069 OTP login Freecharge Account. valid 08 minutes. Please share anyone. pgft1w9U6nf,0069
"Dear Customer, You have entered incorrect MPIN for first time and are left with 2 more attempts. Team YONO SBI",nan
We have  noticed you were looking for Bajaj Finance Insta EMI Card. Apply in 3 easy steps and enjoy no cost EMI shopping. Get now https://eej.at/HqWjwcxI,nan
000000 OTP mobile verification Yatra. OTP valid 15 minutes. -Yatra,000000
Use 473-862 as your one-time password (OTP) to proceed.,473862
- Never share OTP. OTP link Paytm Account Zomato: 825760. Report -,825760
19695 is your one time password to proceed on PhonePe. It is valid for 10 minutes. Do not share your OTP with anyone.,19695
